,gene,score,p-value
4961,Acot7,0.38984176749171523,1.952717921107511e-09
14474,Galnt16,0.3894095497686786,2.0416401715750633e-09
10629,Slc22a17,0.38896238896238894,2.1377557490909564e-09
10859,Dgkh,0.3853770710568138,3.083682747063945e-09
14706,Hsp90aa1,0.38458425517249045,3.3419196663982285e-09
13337,Actg1,0.38446751976163734,3.381666339030422e-09
8935,Cirbp,0.3832082536685564,3.840547586972742e-09
16561,Zfp57,0.38280045986846284,4.001648142126126e-09
10874,Pcdh8,0.3824333681547758,4.1522406885861445e-09
8518,Utrn,0.3820767029683812,4.303793965632087e-09
6696,Trh,0.37790042863209106,6.527784265366254e-09
12087,Ppp3r1,0.3775352908668753,6.7680333053052234e-09
13306,Timp2,0.37665017974606463,7.386380846847604e-09
2369,Atp9a,0.37615858261227525,7.753022120748297e-09
15179,Rps19bp1,0.3757664614170543,8.058012053534088e-09
5092,Cacna2d1,0.37524336253570006,8.48295951498247e-09
15781,Umps,0.37422730503433455,9.371033517611551e-09
2528,Pcsk1n,0.3742170389229213,9.380448947769991e-09
15867,Abhd10,0.3738836061191562,9.691266299277163e-09
1256,Npdc1,0.37382595706819466,9.746003673822008e-09
1608,Dlx2,0.3725859642601868,1.0998253158860956e-08
6426,Npy,0.37190393176459696,1.1751806703625626e-08
15940,Chodl,0.3716592580568327,1.203409207846765e-08
874,Rxrg,0.3705939952163562,1.3341223196120334e-08
10653,Rec8,0.36947742721769994,1.4858020786516378e-08
6925,Kcna5,0.3687795150396105,1.588918210279796e-08
13715,Unc5a,0.36832860013160307,1.659175068897495e-08
10027,Atp6v0d1,0.36704307025824456,1.8763115933765793e-08
6727,Chl1,0.3666985913450798,1.939001059656646e-08
16355,Mtch1,0.3658532246767541,2.101521259479953e-08
11679,Esyt3,0.3653486919354673,2.204692761516746e-08
